Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/api/terms/LoadTest1813,2,0,58,58.98814997635782,57.9073999542743,60.06889999844134,152.0,0.033703379772873604,0.0,60,60,60,60,60,60,60,60,60,60,60
GET,/api/terms/LoadTest1821,1,0,56.18079996202141,56.18079996202141,56.18079996202141,56.18079996202141,152.0,0.016851689886436802,0.0,56,56,56,56,56,56,56,56,56,56,56
GET,/api/terms/LoadTest1885,1,0,57.48820002190769,57.48820002190769,57.48820002190769,57.48820002190769,152.0,0.016851689886436802,0.0,57,57,57,57,57,57,57,57,57,57,57
GET,/api/terms/LoadTest1911,1,0,59.84030000399798,59.84030000399798,59.84030000399798,59.84030000399798,152.0,0.016851689886436802,0.0,60,60,60,60,60,60,60,60,60,60,60
GET,/api/terms/LoadTest1918,1,0,57.34589998610318,57.34589998610318,57.34589998610318,57.34589998610318,152.0,0.016851689886436802,0.0,57,57,57,57,57,57,57,57,57,57,57
GET,/api/terms/LoadTest1941,2,0,56.00869993213564,58.910599967930466,56.00869993213564,61.81250000372529,152.0,0.033703379772873604,0.0,62,62,62,62,62,62,62,62,62,62,62
GET,/api/terms/LoadTest2017,3,0,62,62.045900034718215,58.756600017659366,65.53460005670786,152.0,0.050555069659310406,0.0,62,62,66,66,66,66,66,66,66,66,66
GET,/api/terms/LoadTest2021,1,0,58.94780007656664,58.94780007656664,58.94780007656664,58.94780007656664,152.0,0.016851689886436802,0.0,59,59,59,59,59,59,59,59,59,59,59
GET,/api/terms/LoadTest2077,2,0,57.08200007211417,58.34009998943657,57.08200007211417,59.598199906758964,152.0,0.033703379772873604,0.0,60,60,60,60,60,60,60,60,60,60,60
GET,/api/terms/LoadTest2081,2,0,61,61.82620004983619,60.54920004680753,63.10320005286485,152.0,0.033703379772873604,0.0,63,63,63,63,63,63,63,63,63,63,63
GET,/api/terms/LoadTest2116,2,0,58.4163999883458,177.35894996440038,58.4163999883458,296.30149994045496,152.0,0.033703379772873604,0.0,300,300,300,300,300,300,300,300,300,300,300
GET,/api/terms/LoadTest2124,1,0,60.15670008491725,60.15670008491725,60.15670008491725,60.15670008491725,152.0,0.016851689886436802,0.0,60,60,60,60,60,60,60,60,60,60,60
GET,/api/terms/LoadTest2250,2,0,58,58.26020002132282,57.64320003800094,58.87720000464469,152.0,0.033703379772873604,0.0,59,59,59,59,59,59,59,59,59,59,59
GET,/api/terms/LoadTest2267,1,0,320.1652999268845,320.1652999268845,320.1652999268845,320.1652999268845,152.0,0.016851689886436802,0.0,320,320,320,320,320,320,320,320,320,320,320
GET,/api/terms/LoadTest2294,1,0,67.89559999015182,67.89559999015182,67.89559999015182,67.89559999015182,152.0,0.016851689886436802,0.0,68,68,68,68,68,68,68,68,68,68,68
GET,/api/terms/LoadTest2298,2,0,60,60.74794998858124,59.830699930898845,61.665200046263635,152.0,0.033703379772873604,0.0,62,62,62,62,62,62,62,62,62,62,62
GET,/api/terms/LoadTest2302,1,0,63.40119999367744,63.40119999367744,63.40119999367744,63.40119999367744,152.0,0.016851689886436802,0.0,63,63,63,63,63,63,63,63,63,63,63
